intent,user_input,bot_response,risk_level,escalation_required,age_group,guideline_reference
emotional_support,Nobody understands me recently,"Thank you for sharing your feelings. You deserve kindness, support, and understanding.",medium,no,teen,UNICEF Child and Adolescent Mental Health Guidelines
stress_reaction,I cannot manage my workload recently,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,adult,WHO Psychological First Aid
anxiety_symptoms,Recently I feel scared something bad will happen a lot,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,teen,WHO Mental Health Gap Action Programme
depression_symptoms,Sometimes I feel hopeless about life recently,Depression can make daily life feel very heavy. Speaking with a mental health professional may help.,high,yes,adult,WHO Psychological First Aid
coping_mechanism,These days How can I improve my mental health a lot,Small daily self-care activities can support emotional resilience over time.,low,no,child,WHO Suicide Prevention Guidance
professional_help,Sometimes Do I need counseling recently,"Reaching out for help shows strength, not weakness.",medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,These days I feel suicidal and it worries me,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,adult,WHO Mental Health Gap Action Programme
mental_health_faq,These days What are warning signs of depression and it worries me,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,senior,WHO Suicide Prevention Guidance
emotional_support,Lately I feel unsupported lately,"Thank you for sharing your feelings. You deserve kindness, support, and understanding.",medium,no,senior,WHO Suicide Prevention Guidance
stress_reaction,Lately I feel burned out and it worries me,"Thank you for sharing this. Rest, hydration, and talking to someone you trust can support emotional recovery.",medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,Recently I avoid situations because I get anxious a lot,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,child,WHO Suicide Prevention Guidance
depression_symptoms,Honestly I do not enjoy activities anymore and it worries me,Thank you for sharing your feelings. Even small acts of self-care can be meaningful during difficult times.,high,yes,adult,WHO Psychological First Aid
coping_mechanism,Lately How can I sleep better during stress and it worries me,"Healthy coping strategies can include breathing exercises, journaling, exercise, and speaking with trusted people.",low,no,child,UNICEF Child and Adolescent Mental Health Guidelines
professional_help,These days Can therapy help me and it worries me,Seeking professional support is a positive and responsible step toward mental wellness.,medium,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,These days I cannot continue anymore and it worries me,I am really concerned about your safety. Please contact a trusted person or emergency support service immediately.,critical,yes,teen,WHO Mental Health Gap Action Programme
mental_health_faq,These days What is depression recently,"Professional support, healthy coping skills, and social support can improve mental health outcomes.",low,no,adult,WHO Psychological First Aid
emotional_support,These days I feel lonely and it worries me,"Your feelings are valid, and it is okay to seek support from trusted people.",medium,no,senior,WHO Psychological First Aid
stress_reaction,These days My responsibilities are too much,It sounds like you are carrying a heavy emotional load right now. Taking small breaks and reaching out for support may help.,medium,no,adult,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,Honestly I overthink every situation,Thank you for opening up about your anxiety. Grounding techniques and support from trusted people may help.,medium,no,child,WHO Suicide Prevention Guidance
depression_symptoms,Sometimes I lost interest in everything and it worries me,Depression can make daily life feel very heavy. Speaking with a mental health professional may help.,high,yes,adult,WHO Psychological First Aid
coping_mechanism,Lately Can breathing exercises help anxiety lately,Small daily self-care activities can support emotional resilience over time.,low,no,teen,WHO Suicide Prevention Guidance
professional_help,Sometimes When should someone seek mental health support,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,senior,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,Lately I feel trapped and hopeless and it worries me,You deserve immediate support right now. Reaching out to a crisis hotline or mental health professional is important.,critical,yes,senior,UNICEF Child and Adolescent Mental Health Guidelines
mental_health_faq,Honestly Is anxiety treatable and it worries me,Mental health conditions are common and treatable. Learning more about symptoms and support options can help.,low,no,teen,WHO Suicide Prevention Guidance
emotional_support,I need comfort and it worries me,You are not alone. Reaching out and talking about your emotions is an important step.,medium,no,child,WHO Suicide Prevention Guidance
stress_reaction,These days I feel pressure all the time lately,"Your feelings are valid. Finding healthy routines such as sleep, movement, and relaxation exercises may help reduce stress.",medium,no,child,UNICEF Child and Adolescent Mental Health Guidelines
anxiety_symptoms,Sometimes I feel anxious all the time lately,"Anxiety can feel exhausting, but you are not alone. Slow breathing exercises may help calm your body.",medium,no,child,WHO Mental Health Gap Action Programme
depression_symptoms,Lately I feel empty inside and it worries me,I am sorry you are going through this. You deserve support and care.,high,yes,child,WHO Psychological First Aid
coping_mechanism,How do I manage stress better,"Healthy coping strategies can include breathing exercises, journaling, exercise, and speaking with trusted people.",low,no,adult,WHO Mental Health Gap Action Programme
professional_help,Sometimes Should I talk to a psychologist recently,A therapist or counselor can help you explore emotions and develop healthy coping strategies.,medium,no,senior,UNICEF Child and Adolescent Mental Health Guidelines
suicide_warning,Sometimes I cannot continue anymore and it worries me,Your safety matters. Please seek urgent help from someone you trust or a healthcare provider.,critical,yes,teen,WHO Mental Health Gap Action Programme
